BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
201701,23,1600,201701,25,100,112643,672460,CONNECTICUT,9,2017,January,Winter Weather,Z,1,NORTHERN LITCHFIELD,ALY,23-JAN-17 16:00:00,EST-5,25-JAN-17 01:00:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"On Monday, January 23rd, an area of low pressure formed along the mid-Atlantic coast and began to slowly lift northward.  Light precipitation in the form of snow began late in the afternoon. As some warmer air moved into the region aloft, the precipitation mixed with sleet, especially for southern areas. ||During the overnight hours, the precipitation fell moderate at times and primarily fell in the form of sleet.  The combination of wet snow and sleet made for slow travel and many vehicle accidents.  Many schools were cancelled on Tuesday, January 24th.  Also, the wet snow downed some trees and power lines, causing isolated power outages as well.||As warmer air continued to move in aloft, the precipitation fell as freezing rain in most areas into the day on Tuesday, January 24th.  The precipitation continued through the entire day on Tuesday, January 24th, but was generally lighter in intensity.  The precipitation changed back to all snow briefly on Tuesday evening, before ending around midnight.  When precipitation was all said and done, about 1 to 3 inches of snow and sleet had accumulated, with a light glaze of ice as well.",,CSV
201701,23,1600,201701,25,100,112643,672461,CONNECTICUT,9,2017,January,Winter Weather,Z,13,SOUTHERN LITCHFIELD,ALY,23-JAN-17 16:00:00,EST-5,25-JAN-17 01:00:00,0,0,0,0,,,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"On Monday, January 23rd, an area of low pressure formed along the mid-Atlantic coast and began to slowly lift northward.  Light precipitation in the form of snow began late in the afternoon. As some warmer air moved into the region aloft, the precipitation mixed with sleet, especially for southern areas. ||During the overnight hours, the precipitation fell moderate at times and primarily fell in the form of sleet.  The combination of wet snow and sleet made for slow travel and many vehicle accidents.  Many schools were cancelled on Tuesday, January 24th.  Also, the wet snow downed some trees and power lines, causing isolated power outages as well.||As warmer air continued to move in aloft, the precipitation fell as freezing rain in most areas into the day on Tuesday, January 24th.  The precipitation continued through the entire day on Tuesday, January 24th, but was generally lighter in intensity.  The precipitation changed back to all snow briefly on Tuesday evening, before ending around midnight.  When precipitation was all said and done, about 1 to 3 inches of snow and sleet had accumulated, with a light glaze of ice as well.",,CSV
201701,7,1030,201701,7,2200,112700,672885,CONNECTICUT,9,2017,January,Winter Weather,Z,9,SOUTHERN FAIRFIELD,OKX,07-JAN-17 10:30:00,EST-5,07-JAN-17 22:00:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed across the southeast coast early on January 7, 2017 and deepened as it tracked off the coast. The low tracked south and east of the 40��N/70��W benchmark. Despite the low tracking this far east, the Tri-State area was located in the right entrance region of a strong upper level jet streak. This allowed for snow to expand well to the northwest of the low bringing heavy snow to Southern Connecticut.",Trained spotters and CoCoRaHS observers reported 4 to 6 inches of snow. Bridgeport COOP Observer reported 5.7 inches of snow.,CSV
201703,14,200,201703,14,1900,113027,675616,CONNECTICUT,9,2017,March,Heavy Snow,Z,2,HARTFORD,BOX,14-MAR-17 02:00:00,EST-5,14-MAR-17 19:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A major winter storm moved up the east coast, hugging the southern NJ coast then moving rapidly northeast across southern Rhode Island and interior southeast Massachusetts.  The storm dropped 12 to nearly 20 inches of snow across much of northern Connecticut, with snowfall rates of 3 to 4 inches per hour at times.  Strong winds gusted past 50 mph at times.","Heavy snow, coming down at the rate of 3 to 4 inches per hour at times, occurred in the morning and early afternoon.  Totals reached 19.5 inches in Burlington; 18.5 inches in Southington; 16.0 inches in Farmington... and officially 15.8 inches at Bradley International Airport in Windsor Locks.  Amounts were less in the southeast portion of Hartford County, with 8.0 inches in Wethersfield and 7.0 inches in Marlborough.",CSV
201703,14,300,201703,14,1900,113027,675617,CONNECTICUT,9,2017,March,Heavy Snow,Z,3,TOLLAND,BOX,14-MAR-17 03:00:00,EST-5,14-MAR-17 19:00:00,0,0,0,0,0.00K,0.00K,Trained Spotter,,,,,,,,,,,,,,,,,,,,,,"A major winter storm moved up the east coast, hugging the southern NJ coast then moving rapidly northeast across southern Rhode Island and interior southeast Massachusetts.  The storm dropped 12 to nearly 20 inches of snow across much of northern Connecticut, with snowfall rates of 3 to 4 inches per hour at times.  Strong winds gusted past 50 mph at times.","Heavy snow, coming down at the rate of 2-3 inches per hour at times, occurred in the morning and early afternoon. Totals reached 8 to 14 inches across Tolland County. Some specific amounts included: 14.0 inches in Tolland, 13.5 inches in Somers and Staffordville; 13.0 inches in Ellington and Coventry; 12.0 inches in Columbia; 11.0 inches in Mansfield; and 8.0 inches in Vernon.",CSV
201703,1,1900,201703,2,1700,113495,679408,CONNECTICUT,9,2017,March,High Wind,Z,1,NORTHERN LITCHFIELD,ALY,01-MAR-17 19:00:00,EST-5,02-MAR-17 17:00:00,0,0,0,0,,,Law Enforcement,50.00,EG,,,,,,,,,,,,,,,,,,,,"A cold front passed through the region Wednesday, March 1st. Winds became strong and gusty behind the front Wednesday evening into Thursday. Widespread trees and power lines were down across the region as a result of the high winds. Wind gusts of 30 to 45 mph were common across the region. Every town in Litchfield county had at least one tree down resulting in road closures and or power outages.",,CSV
201703,1,1900,201703,2,1700,113495,679409,CONNECTICUT,9,2017,March,High Wind,Z,13,SOUTHERN LITCHFIELD,ALY,01-MAR-17 19:00:00,EST-5,02-MAR-17 17:00:00,0,0,0,0,,,Law Enforcement,50.00,EG,,,,,,,,,,,,,,,,,,,,"A cold front passed through the region Wednesday, March 1st. Winds became strong and gusty behind the front Wednesday evening into Thursday. Widespread trees and power lines were down across the region as a result of the high winds. Wind gusts of 30 to 45 mph were common across the region. Every town in Litchfield county had at least one tree down resulting in road closures and or power outages.",,CSV
201702,9,1015,201702,9,1455,113564,679839,CONNECTICUT,9,2017,February,Blizzard,Z,11,SOUTHERN MIDDLESEX,OKX,09-FEB-17 10:15:00,EST-5,09-FEB-17 14:55:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.","Chester Airport AWOS observations showed blizzard conditions, with visibility less than one quarter mile in heavy snow and frequent wind gusts over 35 mph during the late morning and early afternoon on February 9th.",CSV
201702,9,1056,201702,9,1456,113564,679840,CONNECTICUT,9,2017,February,Blizzard,Z,12,SOUTHERN NEW LONDON,OKX,09-FEB-17 10:56:00,EST-5,09-FEB-17 14:56:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.","Groton-New London Airport ASOS observations showed blizzard conditions, with visibility less than one quarter mile in heavy snow and frequent wind gusts over 35 mph during the late morning and early afternoon on February 9th.",CSV
201702,9,500,201702,9,1700,113564,680087,CONNECTICUT,9,2017,February,Winter Storm,Z,5,NORTHERN FAIRFIELD,OKX,09-FEB-17 05:00:00,EST-5,09-FEB-17 17:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.","CT DOT reported 13 inches of snow in New Canaan. Trained spotters, Fire Department/Rescue, Amateur Radio, and CoCoRaHs observers reported 11 to 14 inches of snowfall.",CSV
201702,9,500,201702,9,1800,113564,680086,CONNECTICUT,9,2017,February,Winter Storm,Z,9,SOUTHERN FAIRFIELD,OKX,09-FEB-17 05:00:00,EST-5,09-FEB-17 18:00:00,0,0,0,0,0.00K,0.00K,COOP Observer,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.",Cooperative Observer at Bridgeport reported 10.3 inches of snowfall. The public also reported 11 inches of snowfall in Norwalk. A wind gust to 45 mph was reported at Bridgeport Airport at 12:49 pm.,CSV
201702,9,500,201702,9,1800,113564,680088,CONNECTICUT,9,2017,February,Winter Storm,Z,10,SOUTHERN NEW HAVEN,OKX,09-FEB-17 05:00:00,EST-5,09-FEB-17 18:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.",CT DOT reported 12 inches of snow in New Haven and 10.8 inches of snow in Milford. Winds gusted to 43 mph at New Haven Airport at 4:07 pm.,CSV
201702,9,1052,201702,9,1452,113564,679842,CONNECTICUT,9,2017,February,Blizzard,Z,8,NORTHERN NEW LONDON,OKX,09-FEB-17 10:52:00,EST-5,09-FEB-17 14:52:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.","Nearby Groton-New London Airport and nearby Willamantic Airport ASOS observations showed blizzard conditions, with visibility less than one quarter mile in heavy snow and frequent wind gusts over 35 mph during the late morning and early afternoon on February 9th.",CSV
201702,9,500,201702,9,1800,113564,680089,CONNECTICUT,9,2017,February,Winter Storm,Z,6,NORTHERN NEW HAVEN,OKX,09-FEB-17 05:00:00,EST-5,09-FEB-17 18:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.","CT DOT reported 15 inches of snow in Meriden, 13 inches of snow in Beacon Falls and Waterbury. Winds gusted to 45 mph at 3:16 pm at Meriden Airport, and at 2:50 pm at Waterbury Airport.",CSV
201702,9,500,201702,9,1800,113564,680090,CONNECTICUT,9,2017,February,Winter Storm,Z,11,SOUTHERN MIDDLESEX,OKX,09-FEB-17 05:00:00,EST-5,09-FEB-17 18:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.",CT DOT reported 13 inches of snow in Old Saybrook.,CSV
201702,9,500,201702,9,1800,113564,680091,CONNECTICUT,9,2017,February,Winter Storm,Z,7,NORTHERN MIDDLESEX,OKX,09-FEB-17 05:00:00,EST-5,09-FEB-17 18:00:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.",CT DOT reported 13 inches of snow in Haddam.,CSV
201702,9,600,201702,9,1930,113564,680093,CONNECTICUT,9,2017,February,Winter Storm,Z,8,NORTHERN NEW LONDON,OKX,09-FEB-17 06:00:00,EST-5,09-FEB-17 19:30:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.",CT DOT reported 14.5 inches of snow in Colchester and 14 inches of snow in Norwich. Trained spotters also reported 12 to 13 inches of snow. Winds gusted to 43 mph in Salem at 12:19 pm.,CSV
201702,9,600,201702,9,2000,113564,680092,CONNECTICUT,9,2017,February,Winter Storm,Z,12,SOUTHERN NEW LONDON,OKX,09-FEB-17 06:00:00,EST-5,09-FEB-17 20:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.",CT DOT reported 13 inches of snow in Groton. The public reported 11.5 inches of snow in New London. Winds also gusted to 54 mph at Groton Airport at 12:51 pm.,CSV
201702,12,700,201702,12,1900,113750,680985,CONNECTICUT,9,2017,February,Winter Weather,Z,5,NORTHERN FAIRFIELD,OKX,12-FEB-17 07:00:00,EST-5,12-FEB-17 19:00:00,0,0,0,0,0.00K,0.00K,Social Media,,,,,,,,,,,,,,,,,,,,,,"Low pressure moved from the Ohio Valley on the morning of Sunday, February 12 to south and east of Long Island at night as it gradually intensified. Locally heavy snow along with some freezing rain was observed.","Social Media, trained spotters, and the public reported 4 to 6 inches of snowfall. The Danbury Airport ASOS also recorded 0.11 inches of freezing rain.",CSV
201702,13,800,201702,13,1400,113590,680005,CONNECTICUT,9,2017,February,High Wind,Z,9,SOUTHERN FAIRFIELD,OKX,13-FEB-17 08:00:00,EST-5,13-FEB-17 14:00:00,0,0,0,0,200.00K,0.00K,ASOS,52.00,MG,,,,,,,,,,,,,,,,,,,,Low pressure passed to the east and rapidly deepened.,"At 1211 pm, a wind gust up to 60 mph was measured at Bridgeport Sikorsky Memorial Airport. A mesonet station near Stamford measured a wind gust up to 57 mph at 1143 am. At 824 am, social media reported a tree and wires down across Old North Stamford Road. In the town of Fairfield, a co-op observer reported that a half of a tree fell onto power lines and a house on Success Avenue at 1 pm. At 115 pm, the broadcast media reported downed trees on the New Haven Metro-North line, which resulted in delays and suspensions.",CSV
201702,13,1000,201702,13,1200,113594,680008,CONNECTICUT,9,2017,February,Strong Wind,Z,10,SOUTHERN NEW HAVEN,OKX,13-FEB-17 10:00:00,EST-5,13-FEB-17 12:00:00,0,0,0,0,100.00K,0.00K,ASOS,45.00,MG,,,,,,,,,,,,,,,,,,,,Low pressure passed to the east and rapidly deepened.,"At 1210 pm at New Haven Airport, a wind gust up to 52 mph was measured. At 1048 am in the town of Branford, wires were reported down at Woodside Drive and Ark Road according to the fire department. In Hamden, the broadcast media reported that power lines were knocked down and closed Evergreen Avenue at Cumpstone Drive at 1126 am.",CSV
201702,13,1000,201702,13,1200,113594,680009,CONNECTICUT,9,2017,February,Strong Wind,Z,6,NORTHERN NEW HAVEN,OKX,13-FEB-17 10:00:00,EST-5,13-FEB-17 12:00:00,0,0,0,0,50.00K,0.00K,Broadcast Media,45.00,MG,,,,,,,,,,,,,,,,,,,,Low pressure passed to the east and rapidly deepened.,The broadcast media reported wires were knocked down onto a school bus on Spindle Hill Road with students on board at 1021 am.,CSV
201702,13,800,201702,13,1300,113594,680018,CONNECTICUT,9,2017,February,Strong Wind,Z,12,SOUTHERN NEW LONDON,OKX,13-FEB-17 08:00:00,EST-5,13-FEB-17 13:00:00,0,0,0,0,50.00K,0.00K,ASOS,46.00,MG,,,,,,,,,,,,,,,,,,,,Low pressure passed to the east and rapidly deepened.,"The ASOS at Groton New London Airport measured wind gusts up to 53 mph at 849 am. A mesonet station 1 mile north/northeast of New London measured wind gusts up to 53 mph at 1239 pm. At 1017 am, social media reported multiple branches down at the Mashantucket Pequot Museum in Ledyard Center.",CSV
201702,9,1015,201702,9,1455,113564,679838,CONNECTICUT,9,2017,February,Blizzard,Z,7,NORTHERN MIDDLESEX,OKX,09-FEB-17 10:15:00,EST-5,09-FEB-17 14:55:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.","Chester Airport AWOS observations showed blizzard conditions, with visibility less than one quarter mile in heavy snow and frequent wind gusts over 35 mph during the late morning and early afternoon on February 9th.",CSV
201702,9,852,201702,9,1352,113564,679832,CONNECTICUT,9,2017,February,Blizzard,Z,9,SOUTHERN FAIRFIELD,OKX,09-FEB-17 08:52:00,EST-5,09-FEB-17 13:52:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.","Igor I Sikorsky Memorial Airport ASOS observations showed blizzard conditions, with visibility less than one quarter mile in heavy snow and frequent wind gusts over 35 mph during the morning and early afternoon on February 9th.",CSV
201702,9,853,201702,9,1329,113564,679834,CONNECTICUT,9,2017,February,Blizzard,Z,10,SOUTHERN NEW HAVEN,OKX,09-FEB-17 08:53:00,EST-5,09-FEB-17 13:29:00,0,0,0,0,0.00K,0.00K,ASOS,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.","Tweed New Haven Airport ASOS observations showed blizzard conditions, with visibility less than one quarter mile in heavy snow and frequent wind gusts over 35 mph during the morning and early afternoon on February 9th.",CSV
201702,9,850,201702,9,1350,113564,679836,CONNECTICUT,9,2017,February,Blizzard,Z,6,NORTHERN NEW HAVEN,OKX,09-FEB-17 08:50:00,EST-5,09-FEB-17 13:50:00,0,0,0,0,0.00K,0.00K,AWOS,,,,,,,,,,,,,,,,,,,,,,"Low pressure developed along a cold front over the Middle Atlantic early Thursday, February 9th. The low rapidly intensified as it moved off the Delmarva coast in the morning and then to the south and east of Long Island late morning into the afternoon.  Blizzard conditions occurred across southern Connecticut with heavy snow and strong winds. The blizzard also created delays and cancellations to the regions transportation systems as well as numerous accidents on roadways.","Waterbury-Oxford Airport AWOS observations showed blizzard conditions, with visibility less than one quarter mile in heavy snow and frequent wind gusts over 35 mph during the morning and early afternoon on February 9th.",CSV
201703,2,600,201703,2,900,114346,685209,CONNECTICUT,9,2017,March,Strong Wind,Z,5,NORTHERN FAIRFIELD,OKX,02-MAR-17 06:00:00,EST-5,02-MAR-17 09:00:00,0,0,0,0,100.00K,0.00K,Broadcast Media,45.00,MG,,,,,,,,,,,,,,,,,,,,Gusty winds occurred behind a strong cold front.,"The broadcast media reported a downed tree that blocked Fairfield Drive between State Line Road, Shoreham Drive and Highway 39. This occurred in the town of New Fairfield.",CSV
201703,2,700,201703,2,1000,114346,685207,CONNECTICUT,9,2017,March,Strong Wind,Z,9,SOUTHERN FAIRFIELD,OKX,02-MAR-17 07:00:00,EST-5,02-MAR-17 10:00:00,0,0,0,0,50.00K,0.00K,Mesonet,46.00,MG,,,,,,,,,,,,,,,,,,,,Gusty winds occurred behind a strong cold front.,"A mesonet station near Stamford measured a wind gust up to 53 mph at 930 am. At Bridgeport Airport, the ASOS measured a wind gust up to 52 mph at 850 am. In the town of Stamford, a tree was knocked down by the winds at 826 am. The tree fell onto Long Ridge Road, according to the broadcast media.",CSV
201703,2,400,201703,2,600,114346,685208,CONNECTICUT,9,2017,March,Strong Wind,Z,10,SOUTHERN NEW HAVEN,OKX,02-MAR-17 04:00:00,EST-5,02-MAR-17 06:00:00,0,0,0,0,50.00K,0.00K,Mesonet,44.00,MG,,,,,,,,,,,,,,,,,,,,Gusty winds occurred behind a strong cold front.,A mesonet station near East Haven measured a wind gust up to 51 mph at 510 am.,CSV
201703,2,700,201703,2,1000,114346,685210,CONNECTICUT,9,2017,March,Strong Wind,Z,6,NORTHERN NEW HAVEN,OKX,02-MAR-17 07:00:00,EST-5,02-MAR-17 10:00:00,0,0,0,0,100.00K,0.00K,Broadcast Media,44.00,MG,,,,,,,,,,,,,,,,,,,,Gusty winds occurred behind a strong cold front.,"In the town of Prospect, the broadcast media reported a tree down on Highway 68 at Center Street, New Haven Road and Waterbury Road. This occurred at 803 am. At 810 am, the broadcast media reported that Route 15 was closed due to 2 cars hitting a downed tree in Meriden.",CSV
201703,14,1100,201703,14,1500,115232,691869,CONNECTICUT,9,2017,March,Coastal Flood,Z,9,SOUTHERN FAIRFIELD,OKX,14-MAR-17 11:00:00,EST-5,14-MAR-17 15:00:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,"A rapidly deepening low pressure system tracking up the eastern seaboard on Tuesday March 14th brought gale to storm force winds to the area waters, resulting in 2 to 4 feet of surge during the Tuesday morning high tidal cycle. This resulted in widespread minor to moderate coastal impacts to the region. Erosion impacts to the beachfront were mainly minor.","The USACE tidal gauge at Stamford recorded a peak water level of 10.9 ft. MLLW at 12 pm EST. This is 2 tenths of a foot under the moderate coastal flood threshold of 11.1 ft MLLW.The moderate coastal flooding threshold was established by the National Weather Service, based on impact analysis and collaboration with local emergency management.",CSV
201703,14,1300,201703,14,1500,115232,691868,CONNECTICUT,9,2017,March,Coastal Flood,Z,10,SOUTHERN NEW HAVEN,OKX,14-MAR-17 13:00:00,EST-5,14-MAR-17 15:00:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,"A rapidly deepening low pressure system tracking up the eastern seaboard on Tuesday March 14th brought gale to storm force winds to the area waters, resulting in 2 to 4 feet of surge during the Tuesday morning high tidal cycle. This resulted in widespread minor to moderate coastal impacts to the region. Erosion impacts to the beachfront were mainly minor.","The NOS tidal gauge at New Haven recorded a peak water level of 9.4 ft. MLLW at 218 pm EST. The moderate coastal flood threshold of 9.2 ft. MLLW was exceeded from 106pm to 236pm EST.  These water levels resulted in a water rescue of a motorist by the fire department in Old Saybrook on Route 154. There was also significant flooding in Milford near Silver Sands Beach with several neighborhood roads dealing with 2-4 feet of inundation. Property damage was limited to a car or two.||The moderate coastal flooding thresholds were established by the National Weather Service, based on impact analysis and collaboration with local emergency management.",CSV
201703,14,300,201703,14,1800,113027,675619,CONNECTICUT,9,2017,March,Heavy Snow,Z,4,WINDHAM,BOX,14-MAR-17 03:00:00,EST-5,14-MAR-17 18:00:00,0,0,0,0,0.00K,0.00K,Amateur Radio,,,,,,,,,,,,,,,,,,,,,,"A major winter storm moved up the east coast, hugging the southern NJ coast then moving rapidly northeast across southern Rhode Island and interior southeast Massachusetts.  The storm dropped 12 to nearly 20 inches of snow across much of northern Connecticut, with snowfall rates of 3 to 4 inches per hour at times.  Strong winds gusted past 50 mph at times.","Heavy snow, coming down at the rate of 2 inches per hour at times, occurred in the morning and early afternoon. Totals reached 8 to 12 inches across Windham County, highest in the northern portions.  Some specific amounts included:  12.0 inches in Ashford; 10.5 inches in Woodstock and Pomfret; 10.0 inches in Hampton; 9.2 inches in East Killingly; 8.5 inches in Danielson; and 8.0 inches in Windham.",CSV
201703,14,200,201703,14,2000,114610,687588,CONNECTICUT,9,2017,March,Winter Storm,Z,10,SOUTHERN NEW HAVEN,OKX,14-MAR-17 02:00:00,EST-5,14-MAR-17 20:00:00,0,0,0,0,0.00K,0.00K,Department of Highways,,,,,,,,,,,,,,,,,,,,,,"Rapidly deepening low pressure tracked up the eastern seaboard on Tuesday March, 14 bringing blizzard conditions to New Haven County. Heavy snow and sleet was observed across the rest of southern Connecticut. ||Trees were brought down onto power lines and approximately 3,700 power outages  resulted from the strong winds and heavy snow.",CT DOT reported 10.3 inches of snow and sleet in Milford and 8.8 inches of snow and sleet in New Haven. Some rain mixed in with the snow and sleet in the afternoon.,CSV
201703,22,1200,201703,22,1500,114353,685231,CONNECTICUT,9,2017,March,Strong Wind,Z,9,SOUTHERN FAIRFIELD,OKX,22-MAR-17 12:00:00,EST-5,22-MAR-17 15:00:00,0,0,0,0,10.00K,0.00K,Mesonet,48.00,MG,,,,,,,,,,,,,,,,,,,,Gusty northwest winds occurred behind deep low pressure and a strong cold front.,"Near Stamford at 152 pm, a mesonet station measured a wind gust up to 55 mph.",CSV
201703,22,900,201703,22,1200,114353,685235,CONNECTICUT,9,2017,March,Strong Wind,Z,6,NORTHERN NEW HAVEN,OKX,22-MAR-17 09:00:00,EST-5,22-MAR-17 12:00:00,0,0,0,0,10.00K,0.00K,ASOS,44.00,MG,,,,,,,,,,,,,,,,,,,,Gusty northwest winds occurred behind deep low pressure and a strong cold front.,The ASOS reported wind gusts up to 51 mph at 1035 am.,CSV
201703,22,1100,201703,22,1400,114353,685237,CONNECTICUT,9,2017,March,Strong Wind,Z,5,NORTHERN FAIRFIELD,OKX,22-MAR-17 11:00:00,EST-5,22-MAR-17 14:00:00,0,0,0,0,10.00K,0.00K,CoCoRaHS,44.00,MG,,,,,,,,,,,,,,,,,,,,Gusty northwest winds occurred behind deep low pressure and a strong cold front.,"In East Newtown at 12 pm, a few branches up to 2 inches in diameter were knocked down, and wind gusts were estimated to range from 45 to 50 mph.",CSV
